Data Set 4:Time(s),Data Set 4:C-Weighted Sound Level(db),Data Set 6:C-Weighted Sound Level(db),Data Set 9:C-Weighted Sound Level(db),Data Set 12:C-Weighted Sound Level(db),Data Set 13:C-Weighted Sound Level(db),Data Set 14:C-Weighted Sound Level(db)
1.920000,61.000000,68.400000,63.100000,72.100000,67.900000,72.800000
1.925000,63.400000,67.900000,63.100000,53.000000,68.500000,67.600000
1.930000,72.100000,66.600000,63.300000,53.000000,68.000000,64.100000
1.935000,61.200000,66.300000,63.400000,53.000000,67.400000,62.700000
1.940000,67.100000,67.200000,63.000000,53.000000,68.000000,63.600000
1.945000,61.100000,66.600000,62.300000,53.000000,68.700000,66.500000
1.950000,61.000000,66.800000,61.700000,57.600000,69.000000,74.600000
1.955000,67.600000,66.200000,62.100000,53.000000,69.600000,76.700000
1.960000,80.100000,66.900000,62.300000,53.000000,70.500000,83.000000
1.965000,82.200000,66.300000,62.900000,53.000000,70.900000,83.200000
1.970000,78.400000,67.900000,63.400000,53.000000,69.700000,90.000000
1.975000,66.300000,64.400000,63.700000,53.000000,70.100000,87.200000
1.980000,66.700000,64.300000,64.600000,70.200000,70.200000,86.100000
1.985000,63.100000,67.600000,65.300000,53.000000,69.100000,89.900000
1.990000,63.000000,68.200000,65.600000,58.700000,68.700000,84.800000
1.995000,70.300000,70.500000,65.900000,53.000000,68.200000,83.700000
2.000000,71.600000,69.000000,66.000000,53.000000,67.500000,75.500000
2.005000,68.800000,67.700000,66.000000,53.000000,68.500000,77.500000
2.010000,65.200000,68.200000,66.200000,53.000000,69.700000,80.800000
2.015000,67.500000,68.200000,66.200000,62.300000,70.200000,75.200000
2.020000,73.800000,67.000000,65.900000,53.000000,69.900000,71.100000
2.025000,79.400000,67.500000,66.000000,53.000000,68.800000,62.800000
2.030000,69.200000,67.000000,65.900000,53.000000,68.600000,61.500000
2.035000,71.300000,65.900000,65.600000,53.000000,69.600000,65.100000
2.040000,67.400000,66.600000,65.300000,53.000000,69.100000,64.700000
2.045000,68.700000,64.800000,65.300000,53.000000,69.000000,71.500000
2.050000,70.300000,65.100000,65.300000,53.000000,68.200000,75.800000
2.055000,70.400000,63.900000,65.100000,63.700000,67.600000,73.300000
2.060000,70.200000,65.400000,64.900000,53.000000,68.200000,75.500000
2.065000,68.200000,65.100000,64.800000,53.000000,68.200000,81.300000
2.070000,70.600000,64.100000,65.100000,53.000000,68.200000,84.600000
2.075000,68.400000,66.600000,65.300000,69.900000,67.900000,83.300000
2.080000,72.600000,63.800000,65.300000,53.000000,66.800000,82.900000
2.085000,82.400000,64.800000,65.000000,53.000000,67.100000,84.700000
2.090000,72.500000,66.100000,64.500000,53.000000,68.400000,81.500000
2.095000,69.600000,64.700000,64.500000,53.000000,68.800000,76.800000
2.100000,68.800000,63.900000,64.800000,95.500000,68.800000,76.500000
2.105000,77.100000,64.800000,64.300000,53.000000,68.500000,74.500000
2.110000,79.800000,65.300000,64.600000,53.000000,68.000000,70.700000
2.115000,72.800000,63.900000,64.500000,53.000000,68.200000,67.800000
2.120000,68.200000,64.400000,64.200000,69.600000,68.600000,63.600000
2.125000,80.300000,64.700000,64.700000,53.000000,68.700000,62.700000
2.130000,77.100000,65.700000,64.400000,53.000000,68.800000,66.500000
2.135000,68.300000,64.800000,64.300000,53.000000,68.200000,72.700000
2.140000,73.400000,64.200000,63.900000,53.000000,67.900000,77.300000
2.145000,71.500000,64.300000,64.200000,53.000000,68.600000,81.200000
2.150000,85.400000,63.800000,64.100000,53.000000,69.000000,80.600000
2.155000,76.400000,63.900000,63.500000,57.900000,69.200000,85.000000
2.160000,84.600000,63.700000,63.500000,53.000000,68.900000,84.200000
2.165000,85.000000,63.400000,64.100000,53.000000,68.800000,83.800000
2.170000,81.900000,63.000000,64.300000,53.000000,69.600000,90.600000
2.175000,81.100000,63.200000,64.500000,58.000000,69.400000,77.900000
2.180000,79.800000,61.500000,64.800000,53.000000,69.500000,82.100000
2.185000,81.900000,61.000000,65.000000,53.000000,70.400000,80.300000
2.190000,87.500000,60.800000,65.100000,53.000000,70.500000,81.800000
2.195000,85.000000,62.200000,65.100000,53.000000,70.000000,80.000000
2.200000,86.800000,62.300000,64.800000,63.900000,69.800000,71.600000
2.205000,82.600000,63.600000,64.700000,53.000000,69.200000,59.100000
2.210000,71.900000,63.800000,69.500000,53.000000,68.600000,63.100000
2.215000,73.800000,63.700000,65.700000,53.000000,68.400000,70.900000
2.220000,71.600000,62.800000,66.600000,59.900000,68.500000,73.900000
2.225000,72.000000,62.700000,65.800000,59.800000,69.300000,78.000000
2.230000,75.300000,63.600000,62.700000,53.000000,69.300000,79.400000
2.235000,71.600000,64.000000,62.300000,53.000000,68.500000,77.000000
2.240000,68.600000,63.500000,63.600000,53.000000,68.400000,86.600000
2.245000,67.900000,64.300000,63.000000,64.800000,68.500000,87.600000
2.250000,72.200000,64.800000,62.000000,53.000000,68.700000,86.700000
2.255000,71.300000,64.400000,65.000000,53.000000,69.900000,85.800000
2.260000,78.100000,64.700000,63.900000,91.600000,69.600000,83.500000
2.265000,67.300000,64.300000,63.900000,118.700000,69.500000,84.800000
2.270000,80.100000,63.300000,64.800000,124.000000,70.300000,84.700000
2.275000,66.900000,63.700000,63.600000,127.400000,70.500000,79.200000
2.280000,69.200000,64.700000,63.800000,129.500000,70.500000,79.200000
2.285000,75.600000,65.000000,64.200000,129.200000,70.400000,75.800000
2.290000,74.500000,65.100000,64.000000,128.600000,70.000000,73.500000
2.295000,80.600000,65.300000,64.800000,128.200000,70.500000,67.900000
2.300000,82.200000,65.000000,64.500000,127.700000,70.300000,62.000000
2.305000,73.200000,65.000000,64.400000,127.300000,69.900000,62.600000
2.310000,73.100000,64.700000,64.400000,127.000000,70.000000,63.000000
2.315000,80.800000,63.900000,64.300000,126.900000,70.100000,72.300000
2.320000,74.600000,64.400000,63.900000,126.700000,69.900000,73.500000
2.325000,83.700000,65.000000,63.300000,126.900000,70.000000,76.800000
2.330000,69.400000,65.100000,63.400000,120.500000,70.300000,79.800000
2.335000,68.800000,64.300000,64.200000,119.900000,71.100000,81.600000
2.340000,72.200000,64.500000,64.500000,117.700000,71.100000,83.500000
2.345000,73.500000,65.300000,65.200000,114.000000,70.900000,85.000000
2.350000,70.400000,67.900000,65.600000,108.000000,70.500000,88.200000
2.355000,74.400000,85.100000,65.600000,104.700000,71.000000,88.200000
2.360000,72.600000,76.500000,66.100000,99.600000,70.000000,83.800000
2.365000,74.900000,70.500000,66.200000,53.000000,69.600000,87.600000
2.370000,68.400000,67.900000,66.000000,53.000000,69.300000,78.000000
2.375000,66.100000,66.400000,65.900000,61.100000,70.000000,78.000000
2.380000,65.800000,65.100000,65.600000,64.900000,69.800000,75.200000
2.385000,65.800000,64.300000,65.600000,53.000000,70.100000,71.500000
2.390000,71.500000,64.500000,65.800000,53.000000,69.700000,63.900000
2.395000,64.500000,65.000000,65.900000,53.000000,70.800000,98.900000
2.400000,83.100000,64.300000,66.100000,53.000000,70.600000,118.300000
2.405000,72.100000,64.400000,66.300000,58.900000,69.800000,123.800000
2.410000,76.300000,64.700000,66.300000,53.000000,69.600000,126.900000
2.415000,82.600000,64.800000,66.400000,54.200000,69.100000,128.900000
2.420000,83.400000,64.100000,66.100000,55.000000,69.000000,128.100000
2.425000,81.000000,64.700000,65.800000,53.000000,69.100000,127.500000
2.430000,74.800000,69.000000,66.600000,53.000000,69.400000,127.000000
2.435000,74.900000,75.100000,68.400000,53.000000,69.500000,126.500000
2.440000,69.200000,70.400000,67.000000,61.900000,69.700000,126.200000
2.445000,71.200000,67.300000,67.100000,53.000000,69.500000,126.000000
2.450000,65.000000,66.800000,66.900000,53.000000,69.500000,125.900000
2.455000,69.600000,66.400000,66.500000,53.000000,69.000000,125.800000
2.460000,70.100000,64.100000,66.300000,53.000000,67.800000,126.600000
2.465000,73.300000,64.800000,66.300000,59.400000,67.300000,120.000000
2.470000,69.700000,63.900000,66.100000,60.100000,66.800000,118.900000
2.475000,73.800000,62.700000,66.000000,53.000000,66.900000,116.300000
2.480000,76.400000,63.400000,65.500000,60.000000,67.200000,112.400000
2.485000,74.700000,63.000000,66.600000,53.000000,67.200000,108.800000
2.490000,69.300000,62.800000,66.100000,53.000000,64.500000,105.600000
2.495000,78.300000,62.400000,66.700000,53.000000,65.100000,96.700000
2.500000,68.900000,61.700000,66.300000,58.900000,66.100000,80.800000
2.505000,74.900000,62.300000,66.600000,53.000000,66.900000,79.400000
2.510000,65.300000,66.200000,66.800000,53.000000,66.600000,80.800000
2.515000,82.800000,62.300000,66.900000,64.900000,65.100000,84.800000
2.520000,76.500000,61.100000,66.700000,53.000000,65.100000,84.400000
2.525000,79.800000,60.800000,66.700000,53.000000,93.700000,84.800000
2.530000,82.800000,63.100000,66.800000,53.000000,101.100000,83.900000
2.535000,82.800000,63.500000,66.400000,53.000000,118.700000,83.100000
2.540000,78.500000,63.100000,66.600000,57.500000,124.100000,83.200000
2.545000,82.100000,62.900000,66.700000,57.500000,127.300000,73.900000
2.550000,77.800000,61.900000,66.700000,61.700000,128.500000,76.000000
2.555000,75.300000,61.800000,66.900000,63.900000,127.400000,80.800000
2.560000,76.900000,62.400000,67.000000,53.000000,126.400000,72.600000
2.565000,68.700000,63.900000,66.800000,53.000000,125.700000,64.500000
2.570000,69.400000,63.000000,66.600000,53.000000,125.000000,64.300000
2.575000,76.300000,64.000000,66.500000,53.000000,124.600000,70.900000
2.580000,64.800000,63.400000,66.600000,60.900000,124.500000,74.900000
2.585000,75.600000,63.100000,66.800000,53.000000,124.200000,83.600000
2.590000,73.700000,63.300000,67.000000,60.500000,124.000000,83.100000
2.595000,61.400000,61.800000,67.100000,53.000000,123.800000,83.400000
2.600000,65.600000,61.700000,66.900000,63.000000,123.700000,83.700000
2.605000,71.700000,61.400000,66.800000,53.000000,123.400000,84.300000
2.610000,62.400000,62.100000,66.600000,53.000000,123.400000,85.200000
2.615000,69.500000,62.100000,66.300000,53.000000,123.300000,81.700000
2.620000,70.200000,61.400000,65.800000,61.600000,123.100000,78.900000
2.625000,62.700000,60.400000,65.300000,59.100000,122.700000,75.900000
2.630000,72.100000,61.100000,64.800000,63.100000,122.700000,74.700000
2.635000,67.100000,62.300000,63.900000,53.000000,122.500000,74.700000
2.640000,61.700000,62.400000,62.900000,56.700000,122.400000,72.800000
2.645000,63.000000,62.300000,62.700000,53.000000,122.200000,62.300000
2.650000,69.700000,63.200000,61.500000,53.000000,122.100000,60.600000
2.655000,79.100000,63.200000,61.300000,65.100000,122.100000,60.900000
2.660000,78.300000,63.200000,61.000000,53.000000,121.900000,64.300000
2.665000,79.600000,63.200000,61.300000,53.000000,121.900000,65.500000
2.670000,80.200000,63.700000,62.500000,53.000000,122.000000,74.900000
2.675000,80.200000,62.300000,62.800000,63.700000,121.800000,76.700000
2.680000,74.000000,62.300000,63.400000,58.200000,121.800000,78.600000
2.685000,78.500000,62.000000,64.300000,58.200000,121.700000,80.800000
2.690000,77.600000,62.800000,64.900000,53.000000,121.500000,82.100000
2.695000,80.300000,63.400000,65.000000,53.000000,121.400000,83.100000
2.700000,78.900000,62.900000,65.000000,53.000000,121.200000,83.500000
2.705000,70.700000,62.400000,65.900000,53.000000,121.200000,81.300000
2.710000,66.400000,62.200000,65.900000,53.000000,121.100000,81.900000
2.715000,73.900000,62.400000,65.900000,63.400000,121.100000,78.800000
2.720000,76.400000,63.600000,66.300000,53.000000,120.900000,78.400000
2.725000,73.100000,63.800000,66.700000,53.000000,120.800000,76.200000
2.730000,71.500000,64.100000,66.300000,53.000000,121.000000,69.300000
2.735000,76.700000,63.200000,66.100000,53.000000,116.800000,68.000000
2.740000,76.100000,63.000000,66.100000,53.000000,114.500000,66.800000
2.745000,76.500000,62.600000,66.100000,63.600000,110.900000,65.600000
2.750000,67.700000,62.900000,66.200000,53.000000,104.200000,67.500000
2.755000,71.700000,63.300000,66.400000,58.900000,100.000000,74.400000
2.760000,69.200000,63.400000,66.300000,53.000000,94.300000,76.000000
2.765000,72.000000,63.400000,66.200000,53.000000,93.700000,76.700000
2.770000,76.000000,62.800000,66.100000,54.200000,92.800000,81.900000
2.775000,76.000000,63.100000,66.200000,58.400000,92.600000,79.600000
2.780000,72.400000,63.100000,66.600000,53.000000,93.000000,78.300000
2.785000,61.800000,63.200000,66.500000,53.000000,92.500000,81.100000
2.790000,64.000000,63.900000,66.900000,64.300000,93.800000,79.100000
2.795000,65.800000,62.500000,66.800000,53.000000,93.800000,77.000000
2.800000,65.100000,61.900000,66.700000,53.000000,103.100000,76.600000
2.805000,59.600000,63.000000,66.400000,53.000000,118.000000,74.300000
2.810000,63.800000,63.600000,66.500000,53.000000,122.100000,76.200000
2.815000,61.500000,63.800000,66.200000,53.000000,124.800000,70.600000
2.820000,73.500000,63.400000,66.300000,62.600000,125.800000,71.500000
2.825000,64.300000,63.100000,66.200000,53.000000,125.100000,74.700000
2.830000,65.800000,77.800000,66.800000,61.000000,124.600000,69.900000
2.835000,62.400000,69.900000,66.900000,53.000000,124.100000,64.100000
2.840000,66.100000,68.800000,65.100000,53.000000,123.800000,70.200000
2.845000,58.400000,66.300000,66.800000,57.200000,123.500000,71.200000
2.850000,61.500000,66.300000,64.900000,53.000000,123.400000,72.400000
2.855000,64.300000,68.800000,65.700000,53.000000,123.200000,72.000000
2.860000,53.000000,69.500000,65.600000,53.000000,123.200000,77.800000
2.865000,68.700000,68.700000,64.800000,53.000000,122.300000,76.300000
2.870000,75.900000,67.500000,64.800000,53.000000,117.700000,81.100000
2.875000,78.000000,65.100000,65.200000,59.800000,115.700000,84.900000
2.880000,72.200000,65.000000,65.400000,53.000000,109.200000,81.700000
2.885000,78.700000,67.400000,64.200000,53.000000,104.000000,84.800000
2.890000,77.900000,67.000000,65.600000,53.000000,103.600000,84.200000
2.895000,74.000000,65.800000,65.100000,53.000000,98.300000,86.500000
2.900000,73.000000,65.000000,65.000000,53.000000,68.000000,85.700000
2.905000,72.300000,64.300000,64.700000,61.800000,68.300000,82.700000
2.910000,76.400000,66.600000,64.300000,59.300000,68.000000,82.000000
2.915000,65.000000,66.000000,64.100000,53.000000,68.200000,74.200000
2.920000,64.600000,66.200000,65.000000,53.000000,67.400000,81.300000
2.925000,64.100000,65.900000,64.300000,53.000000,67.100000,76.800000
2.930000,72.400000,65.100000,64.300000,53.000000,67.300000,66.600000
2.935000,75.200000,65.300000,64.300000,53.500000,68.500000,64.100000
2.940000,67.100000,64.300000,64.700000,57.200000,68.400000,65.200000
2.945000,64.800000,64.700000,64.500000,54.200000,67.800000,69.100000
2.950000,63.400000,65.100000,63.700000,53.000000,67.200000,75.800000
2.955000,69.100000,66.100000,63.800000,65.400000,68.100000,86.200000
2.960000,74.200000,64.400000,64.100000,54.400000,68.000000,78.100000
2.965000,58.800000,67.200000,63.600000,67.200000,68.200000,81.400000
2.970000,72.500000,69.000000,63.100000,53.000000,67.800000,83.700000
2.975000,61.200000,68.700000,63.000000,53.000000,69.100000,84.000000
2.980000,65.600000,67.700000,62.400000,71.700000,69.500000,87.300000
2.985000,74.100000,76.200000,63.400000,53.000000,67.400000,84.500000
2.990000,63.400000,76.000000,62.200000,53.000000,67.600000,83.000000
2.995000,64.000000,73.900000,62.000000,53.000000,67.900000,81.500000
3.000000,60.800000,74.100000,62.000000,61.600000,67.400000,79.000000
3.005000,61.400000,70.800000,62.100000,57.600000,67.900000,77.800000
3.010000,61.700000,67.000000,61.700000,57.300000,68.600000,77.400000
3.015000,67.500000,70.300000,60.100000,64.300000,68.400000,72.600000
3.020000,60.100000,68.600000,60.300000,66.300000,68.600000,74.500000
3.025000,59.800000,69.500000,61.600000,56.200000,67.700000,68.800000
3.030000,58.700000,68.900000,61.900000,53.000000,66.900000,64.100000
3.035000,59.200000,68.000000,61.900000,56.900000,69.600000,62.500000
3.040000,65.800000,68.800000,61.500000,53.000000,65.300000,61.700000
3.045000,64.000000,67.200000,61.700000,53.000000,68.200000,63.500000
3.050000,66.100000,65.500000,61.500000,53.000000,64.500000,66.800000
3.055000,66.300000,65.500000,62.400000,53.000000,65.300000,71.200000
3.060000,61.700000,73.400000,61.800000,53.000000,68.100000,76.100000
3.065000,94.400000,69.600000,60.500000,58.600000,67.900000,76.700000
3.070000,119.700000,72.100000,60.100000,61.700000,69.000000,79.100000
3.075000,125.900000,67.700000,60.900000,53.000000,67.900000,81.800000
3.080000,128.700000,66.200000,61.700000,53.000000,66.800000,82.300000
3.085000,130.000000,66.500000,62.000000,54.800000,66.700000,82.900000
3.090000,128.700000,65.600000,61.700000,53.000000,67.800000,83.100000
3.095000,127.100000,65.300000,62.200000,53.300000,67.300000,80.400000
3.100000,126.100000,65.100000,62.300000,53.000000,68.000000,80.100000
3.105000,125.100000,66.300000,61.800000,53.000000,68.500000,80.500000
3.110000,124.400000,65.800000,61.700000,53.000000,67.500000,78.100000
3.115000,124.000000,66.600000,61.700000,53.000000,64.900000,74.800000
3.120000,123.700000,69.100000,62.000000,53.000000,65.700000,74.100000
3.125000,123.600000,66.900000,62.500000,53.000000,67.700000,70.700000
3.130000,123.300000,64.800000,62.300000,53.000000,67.600000,68.600000
3.135000,123.200000,67.400000,62.700000,53.000000,66.600000,59.900000
3.140000,123.000000,66.100000,63.100000,53.000000,66.800000,64.800000
3.145000,122.900000,64.200000,62.500000,53.000000,67.500000,73.200000
3.150000,122.700000,63.400000,62.300000,53.000000,66.400000,73.300000
3.155000,122.400000,68.700000,62.300000,59.100000,68.900000,80.200000
3.160000,122.200000,69.200000,62.000000,53.000000,69.200000,79.900000
3.165000,122.100000,69.800000,62.400000,53.000000,66.700000,84.600000
3.170000,122.000000,76.200000,63.000000,53.000000,66.400000,81.100000
3.175000,121.900000,66.000000,67.700000,54.000000,66.900000,83.800000
3.180000,121.700000,65.900000,73.100000,53.000000,67.100000,83.200000
3.185000,121.700000,71.700000,84.100000,53.000000,65.800000,83.500000
3.190000,121.600000,66.800000,68.000000,53.000000,67.800000,80.400000
3.195000,121.500000,69.600000,76.500000,53.000000,67.900000,79.100000
3.200000,121.300000,68.200000,67.000000,58.300000,66.800000,76.100000
3.205000,121.300000,73.400000,67.200000,53.000000,67.200000,77.800000
3.210000,121.300000,69.000000,62.800000,53.000000,65.700000,75.300000
3.215000,121.200000,64.900000,65.800000,58.200000,65.800000,72.500000
3.220000,121.000000,67.900000,64.800000,53.000000,67.100000,67.400000
3.225000,120.800000,64.300000,65.500000,56.200000,65.400000,65.200000
3.230000,120.700000,66.600000,73.400000,53.000000,66.800000,65.200000
3.235000,120.500000,64.700000,60.900000,60.300000,66.300000,64.900000
3.240000,120.400000,63.900000,59.200000,57.900000,65.900000,66.300000
3.245000,120.200000,70.400000,65.900000,53.000000,64.100000,70.900000
3.250000,120.200000,67.800000,60.100000,60.700000,66.600000,72.900000
3.255000,120.200000,67.700000,63.000000,63.100000,66.800000,78.600000
3.260000,120.100000,66.100000,61.900000,53.000000,66.300000,80.300000
3.265000,120.300000,65.300000,63.100000,67.400000,67.400000,79.900000
3.270000,116.400000,66.100000,64.900000,53.300000,67.900000,81.300000
3.275000,114.700000,64.200000,64.700000,53.000000,68.700000,80.000000
3.280000,111.900000,62.600000,63.900000,58.600000,68.700000,82.300000
3.285000,105.200000,62.300000,64.300000,62.700000,69.500000,84.200000
3.290000,99.200000,63.100000,64.800000,64.400000,69.700000,85.300000
3.295000,60.600000,64.600000,63.200000,53.000000,69.600000,85.300000
3.300000,63.100000,63.500000,64.400000,55.000000,68.400000,79.200000
3.305000,62.300000,68.900000,66.400000,61.900000,69.000000,79.300000
3.310000,59.400000,66.700000,64.100000,55.400000,67.600000,74.600000
3.315000,71.500000,64.900000,64.100000,66.100000,69.700000,74.600000
3.320000,62.600000,63.600000,64.500000,59.600000,68.600000,61.700000
3.325000,61.500000,63.800000,65.600000,53.000000,69.200000,77.000000
3.330000,62.200000,65.300000,65.000000,53.000000,69.000000,68.100000
3.335000,61.900000,98.900000,66.100000,59.900000,67.800000,75.100000
3.340000,61.900000,113.100000,67.900000,53.000000,66.500000,75.500000
3.345000,63.600000,120.600000,66.400000,60.600000,65.000000,76.100000
3.350000,62.200000,123.800000,65.700000,53.000000,64.800000,80.000000
3.355000,60.400000,125.700000,64.800000,53.000000,63.900000,82.300000
3.360000,65.300000,125.500000,65.800000,55.400000,65.000000,83.200000
3.365000,72.100000,125.400000,65.900000,61.600000,66.700000,82.100000
3.370000,66.000000,125.300000,65.100000,53.000000,65.800000,81.400000
3.375000,71.100000,125.100000,66.100000,53.000000,66.800000,81.300000
3.380000,66.800000,124.900000,64.800000,53.000000,65.700000,82.700000
3.385000,70.900000,124.900000,63.400000,53.000000,66.300000,83.000000
3.390000,68.000000,124.800000,62.600000,53.000000,65.100000,78.200000
3.395000,61.500000,124.700000,60.400000,62.700000,66.700000,80.900000
3.400000,72.700000,124.600000,61.400000,53.000000,66.300000,79.200000
3.405000,75.500000,124.600000,63.100000,53.000000,66.200000,73.500000
3.410000,69.300000,124.600000,61.000000,53.000000,65.400000,69.900000
3.415000,76.200000,124.500000,61.200000,53.000000,65.500000,68.800000
3.420000,70.600000,124.400000,61.500000,53.000000,65.600000,65.600000
3.425000,74.300000,124.300000,60.400000,53.000000,64.300000,65.200000
3.430000,73.400000,124.200000,59.800000,53.000000,64.500000,66.500000
3.435000,75.300000,124.200000,59.100000,53.000000,64.400000,69.800000
3.440000,72.100000,124.100000,58.000000,57.600000,66.300000,76.400000
3.445000,76.100000,124.000000,56.600000,55.000000,67.000000,74.500000
3.450000,74.000000,123.800000,58.700000,53.000000,65.700000,80.500000
3.455000,69.100000,123.800000,57.300000,53.000000,66.100000,81.800000
3.460000,72.800000,123.700000,57.900000,53.000000,67.000000,84.600000
3.465000,74.500000,123.700000,59.100000,58.300000,67.400000,85.400000
3.470000,70.500000,123.600000,59.400000,54.200000,67.100000,86.800000
3.475000,72.800000,123.500000,58.400000,53.000000,65.900000,84.900000
3.480000,75.500000,123.500000,59.100000,63.400000,64.800000,84.400000
3.485000,72.700000,123.500000,60.600000,53.000000,65.000000,83.600000
3.490000,66.000000,123.300000,61.500000,54.400000,64.100000,83.100000
3.495000,70.900000,123.200000,61.500000,57.800000,64.600000,79.600000
3.500000,69.500000,123.200000,61.000000,53.000000,65.400000,77.300000
3.505000,63.000000,123.100000,60.800000,53.300000,64.300000,67.900000
3.510000,74.700000,123.000000,61.300000,55.900000,63.500000,64.800000
3.515000,73.900000,122.900000,62.100000,53.000000,63.100000,58.300000
3.520000,63.300000,122.800000,63.100000,53.000000,64.800000,67.900000
3.525000,70.500000,122.700000,62.700000,53.000000,63.800000,73.300000
3.530000,61.600000,122.700000,62.300000,60.000000,63.600000,67.800000
3.535000,63.400000,123.200000,62.100000,53.000000,63.400000,64.100000
3.540000,61.400000,118.900000,62.200000,53.000000,63.300000,63.700000
3.545000,61.300000,117.000000,62.600000,60.800000,62.700000,62.900000
3.550000,63.000000,113.700000,62.300000,53.000000,61.200000,63.300000
3.555000,62.000000,107.800000,62.300000,63.600000,61.200000,64.700000
3.560000,60.100000,100.700000,61.500000,53.000000,63.600000,66.500000
3.565000,61.800000,99.700000,60.400000,57.200000,65.200000,67.200000
3.570000,61.700000,64.500000,60.500000,53.000000,66.000000,65.300000
3.575000,61.700000,65.200000,61.400000,62.500000,67.300000,65.800000
3.580000,61.700000,66.100000,62.400000,53.000000,68.200000,65.600000
3.585000,63.100000,66.700000,62.600000,58.600000,68.200000,65.200000
3.590000,64.300000,65.500000,62.200000,62.700000,68.200000,64.900000
3.595000,64.700000,64.500000,62.500000,53.300000,67.700000,64.400000
3.600000,95.900000,63.100000,67.300000,53.000000,67.600000,64.900000
3.605000,100.400000,63.000000,60.800000,53.000000,66.600000,66.300000
3.610000,117.600000,65.000000,64.200000,53.000000,66.500000,66.900000
3.615000,121.800000,63.500000,65.100000,60.700000,66.900000,66.900000
3.620000,124.800000,64.500000,61.500000,53.000000,67.600000,66.900000
3.625000,126.300000,64.900000,60.800000,53.000000,68.200000,66.400000
3.630000,125.900000,64.600000,61.600000,53.000000,68.600000,65.300000
3.635000,125.900000,64.400000,61.900000,60.300000,68.300000,64.500000
3.640000,125.700000,64.800000,61.700000,65.800000,68.400000,64.700000
3.645000,125.500000,63.500000,62.500000,53.000000,68.200000,64.700000
3.650000,125.400000,63.400000,64.500000,53.000000,67.900000,65.400000
3.655000,125.400000,64.800000,63.600000,55.900000,68.200000,65.400000
3.660000,125.300000,67.900000,62.900000,55.900000,68.400000,65.000000
3.665000,125.200000,66.500000,63.500000,62.500000,69.200000,64.300000
3.670000,125.200000,71.300000,63.100000,62.300000,69.500000,63.600000
3.675000,125.100000,66.100000,63.300000,53.000000,69.500000,63.700000
3.680000,125.100000,66.000000,63.100000,53.000000,69.600000,64.900000
3.685000,125.000000,64.700000,63.200000,61.100000,70.500000,65.600000
3.690000,125.000000,65.400000,63.600000,59.200000,69.900000,66.100000
3.695000,124.900000,64.400000,63.100000,53.000000,69.300000,66.700000
3.700000,124.800000,64.400000,62.500000,53.000000,68.900000,66.900000
3.705000,124.700000,64.300000,62.000000,54.800000,68.600000,66.800000
3.710000,124.600000,63.500000,61.700000,53.000000,68.600000,67.200000
3.715000,124.400000,65.300000,61.400000,56.900000,67.900000,67.400000
3.720000,124.400000,62.000000,61.400000,57.300000,68.100000,67.600000
3.725000,124.400000,63.700000,63.200000,61.200000,68.300000,67.600000
3.730000,124.200000,62.300000,61.800000,62.300000,68.600000,67.500000
3.735000,124.100000,63.100000,61.600000,53.000000,68.500000,67.400000
3.740000,124.100000,64.100000,61.500000,53.000000,68.800000,67.200000
3.745000,124.000000,62.500000,61.900000,59.500000,69.500000,66.900000
3.750000,123.900000,62.700000,62.400000,62.800000,69.500000,66.500000
3.755000,123.800000,63.100000,62.700000,53.000000,69.400000,65.900000
3.760000,123.700000,63.800000,61.700000,53.000000,69.000000,65.400000
3.765000,123.600000,60.300000,65.300000,53.000000,68.700000,65.200000
3.770000,123.500000,61.400000,59.900000,53.000000,68.700000,65.900000
3.775000,123.400000,63.000000,59.300000,56.700000,68.500000,66.500000
3.780000,123.400000,62.800000,61.200000,63.000000,68.500000,66.900000
3.785000,123.400000,63.500000,59.800000,53.000000,69.900000,67.700000
3.790000,123.200000,64.100000,60.600000,59.400000,71.000000,68.000000
3.795000,123.000000,63.400000,61.400000,53.000000,70.500000,68.400000
3.800000,123.000000,75.100000,62.500000,60.200000,70.900000,68.600000
3.805000,119.500000,74.700000,63.600000,53.000000,69.200000,68.600000
3.810000,118.500000,64.200000,70.400000,53.000000,69.000000,68.400000
3.815000,116.000000,72.200000,53.000000,59.500000,73.100000,68.200000
3.820000,112.100000,60.700000,62.600000,53.000000,71.400000,67.700000
3.825000,108.000000,62.700000,72.400000,53.000000,69.900000,67.200000
3.830000,101.200000,62.700000,66.500000,53.000000,71.700000,66.700000
3.835000,98.200000,62.600000,53.000000,53.000000,69.800000,66.500000
3.840000,64.900000,62.700000,62.100000,53.000000,69.700000,66.700000
3.845000,61.700000,62.900000,60.800000,53.000000,69.400000,66.600000
3.850000,62.400000,62.200000,64.300000,53.000000,69.500000,66.600000
3.855000,65.300000,62.700000,59.400000,53.000000,68.400000,66.900000
3.860000,63.100000,63.100000,72.900000,59.600000,69.600000,66.900000
3.865000,61.900000,63.800000,68.100000,53.000000,68.600000,67.000000
3.870000,66.600000,62.200000,71.200000,53.000000,68.100000,66.800000
3.875000,62.200000,62.600000,63.300000,54.200000,68.700000,68.600000
3.880000,62.800000,61.700000,63.300000,53.000000,68.500000,67.000000
3.885000,61.700000,61.300000,62.800000,60.600000,67.500000,67.300000
3.890000,61.800000,63.100000,62.300000,53.000000,66.200000,67.300000
3.895000,61.000000,63.500000,62.500000,53.000000,65.000000,67.900000
